id,host_id,property_type,room_type,bathrooms_text,neighbourhood,name,description,accommodates,bathrooms,bedrooms,beds,price
6507694,13210732,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Old Town - Central Geneva,"Ideally located at Place du Bourg de Four - historical area.<br />Fully renovated with all brand new equipment, kitchen, bed and bathroom.<br />New windows",4,1.0,1.0,1.0,217.0
6521675,30222950,Entire rental unit,Entire home/apt,1 bath,"Confignon, Genève, Switzerland",Cozy and calm studio - well located Geneva,"Spacious 37m2 studio in a calm neighborhood between countryside and city located 15 minutes to the city center and 10 min to Palexpo or the airport. Three minutes distance to the tram way.  Ski resorts are 45 minutes away. Apart from easy access to the city, you can enjoy nice walks with beautify views in the wine yards.. The parking is free of charge.",2,1.0,1.0,1.0,130.0
6675075,3359333,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Chic and cosy appartment in Geneva,"Spacious 2 rooms apartment plus separate kitchen, furnished  in a cosy style, completely renovated.<br />Very close to city centre,  10 min walking distance from the lake or the train station<br />Bright and sunny, great view in a green and calm neighbourhoud.",2,1.0,2.0,1.0,180.0
6754751,5169484,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland","Geneva, spacous, calm, near station","quiet, spacious, 3.5 rooms (2 double beds, 1 single bed, 1 baby bed). 1 bedroom,  living room 1 - office open to living room 2 - guest room, 1 baby room, large kitchen, bathroom with bath, separate toilet, balcony. Small communal garden, barbecue possible.",5,1.0,2.0,3.0,95.0
6801761,13943809,Entire rental unit,Entire home/apt,0 baths,"Genève, Switzerland",Very close to UN - appartm 10' from the citycenter,"Good location:<br /><br /> - 2 bus stations from airoprt ( 3 minutes)<br /> - 15 minutes bus from main station (city center of Geneva)<br />- 5' from UNO (ONU)<br /><br />- One bed room<br />- One living room<br />- One kitchen.<br />-  One bathroom<br />- Balcony in front of a quite park.<br />- internet and electricity included.<br /><br />If needed , possibility to put out the furnitures.<br /><br />To reach the appartment : 3 th floor, the first door on the left.",4,0.0,2.0,2.0,300.0
6829050,5558965,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Crossing flat 65M2 with balcony and king size bed,"Stylish, bright and recently renovated one bedroom crossing flat, very close to Cronavin train station (3mn walk), lake (10mn walk) and old town (15mn). Quiet sleeps (bedroom overlooking a courtyard). High ceilings and nice wooden floor.",2,1.0,1.0,1.0,151.0
6989399,36644506,Private room in townhouse,Private room,1 private bath,"Thônex, Genève, Switzerland",Spacieuse chambre studio indépendant,"Charming and cozy independent studio room with kitchenette (fridge and microwave) and urban house work area. Two single beds  (also modular into a double bed), private bathroom, separate access. Quiet, spacious and peaceful in the heart of the Geneva agglomeration. Close to shops and downtown. ideal and convenient for your short or medium-term stays. Breakfast area. Inhabited floor only per visitor(s).",2,1.0,1.0,2.0,74.0
7117459,5740361,Entire rental unit,Entire home/apt,1.5 baths,"Geneva, Switzerland",Best spot Charming apart- Palais Wilson- next lake,"Charming, fully furnished corner apartment located in Paquis with 3 balconies and super nice light ( very well heated on winter). Plenty of restaurants and shops around. Walking distance to lake, parks, and 8 minutes away International organizations. Please notice there is a monthly discount available.",2,1.5,1.0,1.0,116.0
7125870,325495,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland","Charming, old town of Geneva","I rent my apartment when I am abroad. It is small and very cute. Ideal for a single person or for a couple (double bed width 140cm). You can not find more in the center than that. You do not need a car to move around and you are close to everything (restaurants, shopping, lake, public transport, supermarket, art galleries, monuments to visit, museums, etc ...)",2,1.5,1.0,1.0,70.0
7271653,3737690,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Pied à terre en Vieille-Ville,"Apartment ideally located in the Old Town of Geneva. Close to everything (city center, bars, restaurants, shops, lake etc.) on foot. Large room with fireplace. Modern and arranged kitchen. Renovated bathroom.",4,1.0,0.0,2.0,130.0
7297517,24701955,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland","Geneva center, close train station Genève Cornavin","My flat is right behind the Geneva main train station (Geneva Cornavin), with a number of public transport options.<br /><br />The room offers a sleeping option for maxim. 4 guests (double bed and convertible bed), plus a cooling fan and a central heating. <br /><br />I live in a 4th floor walkup, the building has no elevators.<br /><br />In this flat share, you'll have access to kitchen, bathroom and WC, which are shared with me or other nocarz guests. <br /><br />Fancy renting a bike? Check-out the nearby rental place ""Genèveroule"".",4,1.0,1.0,2.0,110.0
7336796,3737690,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Au coeur de la Vieille Ville,"Apartment ideally located in Old Town in an 18th century building. A few steps from the city center, bars, restaurants, shops, the lake and close to the train station.<br />Large room with decorative fireplace. Modern and arranged kitchen.",4,1.0,0.0,2.0,111.0
7367940,3528377,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",New 1BR Ap/Very Spacious GVA Center,"Luxury apt in a residential building<br />Concierge 24/7<br />Completely Renovated<br />14 min from train station<br />In the upscale neighborhood of Champel<br />Near the city center, the old town, the business district, restaurants, nightlife and the lake",2,1.0,1.0,1.0,189.0
7416695,34303062,Entire rental unit,Entire home/apt,1 bath,"Genève, GE, Switzerland",Jolie cosy/stylish flat au centre.,"Bright, very quiet and secure apartment located in the lively Paquis district, access on foot (5 min) from Cornavin train station. Restaurants/Banks/Supermarkets/Smoking nearby. The lake at the end of the street. Perfect accommodation for 2 people but also extendable for 3 people with a sofa convertible into an extra bed.",3,1.0,1.0,2.0,117.0
7445669,38998523,Entire rental unit,Entire home/apt,1 bath,"Chêne-Bougeries, Genève, Switzerland",Cosy apartment near the lake,"Luxury one bedroom apartment only 10 min. from the city center and the lake. The homely and modern flat has one  king size double bed as well as two sofa beds in the living area, an open plan kitchen with a breakfast bar, free Wifi",3,1.0,1.0,1.0,142.0
7450908,19144724,Private room in rental unit,Private room,1.5 shared baths,"Genève, Switzerland",Cozy Lakefront Retreat in Central Geneva,"This rental property is located in the ""Eaux-Vives"" neighborhood by the lake, which is a prime location. The private room includes a double bed and a balcony with a view of the lake. The apartment has a total of four rooms and comes with additional amenities such as a running pad, dumbbells for a gym, and a yoga mat for fitness enthusiasts.",1,1.5,1.0,1.0,94.0
7490872,39231686,Entire home,Entire home/apt,1 bath,"Vésenaz, Genève, Switzerland",L'Atelier de Saint-Maurice,"An independant house with a private patio in a large and pretty garden, 10 min from Geneva. Luxurious decoration (marble), peaceful place, view on the Mt-Blanc. Kitchen with dishes, fridge, and micro wave. Breakfast included. Bus stop is 5 min walk.<br />Not possible to rent for events organisation ( birthday , party ... )",5,1.0,2.0,3.0,200.0
7551598,37442939,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Big room in the center of Geneva,"Nice apartment in the center of Geneva on the 3rd floor, sunny and very quiet.<br /> a large bedroom for rent with a balcony.<br /> a large kitchen available and bathroom.<br /> Unlimited access intrenet.",2,1.0,1.0,1.0,69.0
7586171,321427694,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",70 Chambre B Gare Genève Aéroport ONU,"Discover our comfortable room equipped with a cozy bed, a desk and a great internet connection to cater for your every need. Also take advantage of self check-in for flexibility. Relax in our comfortable bedroom and enjoy modern, well-equipped bathroom. Whether you're in town for business or a vacation, our room is the perfect place to rest and unwind.",1,1.0,1.0,1.0,55.0
7605791,38998523,Entire rental unit,Entire home/apt,1 bath,"Chêne-Bougeries, Genève, Switzerland",Gorgeous modern flat near the lake & city center,"This ultra modern flat near the lake and very close to the city center has all you need, including access to an inside and outside swimming pool, playground, indoor play hall for kids in a green environment.",2,1.0,1.0,1.0,139.0
7626959,8532672,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Lovely place center of Geneva,"1 bedroom apartment in the heart of Geneva. Fully equipped kitchen, living room with 2 couches. Separate toilet and bathroom. <br />Washing machine and dishwater at the disposal of the guests.<br />You will love staying in the middle of city, surrounded by restaurants, lovely bars and boutiques.",3,1.0,1.0,1.0,160.0
7632813,40040887,Entire condo,Entire home/apt,2 baths,"Bellevue, Genève, Switzerland","Appart  Magnifique Bellevue,  vue sur parc prive","Beautiful duplex to rent from 12-12 to 10-02-20(3 bedrooms) . View over private park. Large lounge with open kitchen and sunny balcony. Station opposite, airport 7 minutes away (Geneva car salon) and 500m from lake,near to the sky stations.<br />Beautiful duplex for rent (3 bedrooms). View of large private park, large living room crossing large kitchen and sunny balcony. Station cff very close, airport 7m (Salon de l 'auto), and 500m from the lake close to sky stations...",6,2.0,3.0,5.0,250.0
7701827,40458061,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement proche vieille ville,"Spacious apartment of 55m2, in a beautiful building of 1920 in the center of the old town and the Bastions Park.<br />Quiet neighborhood, close to all amenities, as well as cinemas, restaurants and public transport 50m away.",2,1.0,1.0,2.0,150.0
7730834,33083728,Entire rental unit,Entire home/apt,1 bath,"Geneva, GE, Switzerland",Charming studio in city centre,"Charming studio 40m2 in one of the loveliest districts of Geneva center. <br />Very close to the bus stop, medical facilities, grocery shop.<br />Close to Old town of Geneva, main tourist attractions and shopping center (10 mins by bus or 20 mins walking distance)",1,1.0,0.0,1.0,60.0
7794862,26736795,Entire loft,Entire home/apt,1 bath,"Genève, Switzerland",Cozy Furnished Loft in Geneva City Center,"This charming loft beneath the eaves will undeniably make you fall in love with Geneva. Nested on the last floor of a 19th century building in the heart of the city, it is surrounded by 3 terraces overlooking the Jet d'eau (Geneva's most famous landmark). Its living room is equipped with a fireplace and high ceilings. The light-filled flat is rented with its elegant furniture and equipped kitchen and is a perfect place to enjoy Geneva all year long.",2,1.0,1.0,1.0,125.0
7798321,41044415,Entire serviced apartment,Entire home/apt,3 baths,"Genève, Switzerland",GRAND APPARTEMENT CENTRE VILLE,"180 m2 two steps from lake and train station, 2 double bedded rooms, 1 queen size studio, 2 extras beds, a very large living room with a conference table, fully equipped kitchen. Housekeeping provided 3 X a week.Breakfast on request extras fees.",7,3.0,4.0,5.0,462.0
7830382,8323107,Entire rental unit,Entire home/apt,1 bath,"Meyrin, Genève, Switzerland",Studio close to Geneva city center,"This recently renovated 2nd floor studio of 28 m2 is located in Meyrin in a perfectly maintained building with its own garden and a swimming pool (15 May – 15 September), close to airport ansd Geneva city center.",2,1.0,2.0,1.0,69.0
7910947,41044415,Entire rental unit,Entire home/apt,3 baths,"Genève, Switzerland",GRAND APPARTEMENT 2 AU CENTRE VILLE,"180m2 two steps from the lake and train station, 2 double bedded rooms, 1 queen size studio, 2 extras beds , a very large living room with a conference table, fully equipped kitchen. Housekeeping provided 3X a week. Breakfast on request extras fees.",7,3.0,4.0,5.0,462.0
